order_id,order_date,region,country,category,product,channel,quantity,unit_price,discount_rate,revenue,customer_segment,delivery_days
ORD-104324,2023-06-24,APAC,Australia,Home,Desk Lamp,web,2,71.83,0.0,143.66,Consumer,10.0
ORD-104649,2023-06-24,EMEA,Spain,Electronics,Laptop Air 13,marketplace,3,229.19,0.0,687.57,Consumer,5.0
ORD-104848,2023-06-24,North America,Mexico,Electronics,Laptop Air 13,retail,5,350.06,0.05,1662.78,Enterprise,8.0
ORD-101088,2023-06-25,North America,Mexico,Grocery,Arabica Beans 1kg,web,2,20.16,0.2,32.26,Consumer,1.0
ORD-101470,2023-06-25,North America,Mexico,Sports,Yoga Mat Pro,web,2,127.36,0.0,254.72,Consumer,1.0
ORD-102557,2023-06-25,APAC,Australia,Home,Desk Lamp,retail,1,54.87,0.15,46.64,Consumer,10.0
ORD-103447,2023-06-25,North America,Mexico,Home,Cast Iron Pan,web,13,60.4,0.3,549.64,Enterprise,7.0
ORD-104135,2023-06-25,North America,Mexico,Beauty,Argan Shampoo,web,5,20.68,0.0,103.4,Consumer,2.0
ORD-104469,2023-06-25,APAC,India,Sports,Trail Runners,web,5,106.57,0.15,452.92,Enterprise,5.0
ORD-104868,2023-06-25,EMEA,Germany,Sports,Carbon Racket,web,9,176.62,0.05,1510.1,Enterprise,4.0
ORD-100496,2023-06-26,APAC,Australia,Electronics,4K Monitor,web,1,306.92,0.0,306.92,Consumer,5.0
ORD-101011,2023-06-26,North America,United States,Electronics,Laptop Air 13,web,2,146.13,0.1,263.03,Enterprise,4.0
ORD-101258,2023-06-26,North America,Canada,Home,Cotton Duvet,web,6,61.02,0.1,329.51,Enterprise,5.0
ORD-101340,2023-06-26,LATAM,Argentina,Sports,Carbon Racket,marketplace,3,352.16,0.0,1056.48,Consumer,6.0
ORD-101974,2023-06-26,EMEA,Germany,Home,Espresso Maker,marketplace,2,72.5,0.05,137.75,Consumer,1.0
ORD-102459,2023-06-26,North America,United States,Beauty,Matte Lipstick,web,3,119.92,0.2,287.81,SMB,2.0
ORD-102502,2023-06-26,EMEA,Spain,Home,Cast Iron Pan,web,3,58.27,0.0,174.81,Consumer,3.0
ORD-103085,2023-06-26,North America,Canada,Sports,Yoga Mat Pro,retail,1,560.02,0.15,476.02,SMB,3.0
ORD-103420,2023-06-26,EMEA,France,Beauty,Serum Vitamin C,marketplace,8,40.11,0.3,224.62,Enterprise,1.0
ORD-103598,2023-06-26,North America,Mexico,Sports,Carbon Racket,web,4,63.16,0.1,227.38,Enterprise,3.0
ORD-100568,2023-06-27,North America,United States,Sports,Carbon Racket,web,3,235.94,0.0,707.82,Consumer,1.0
ORD-101303,2023-06-27,North America,Mexico,Sports,Trail Runners,web,2,99.11,0.2,158.58,SMB,3.0
ORD-103015,2023-06-27,EMEA,Italy,Beauty,Matte Lipstick,web,2,26.42,0.0,52.84,Consumer,2.0
ORD-103902,2023-06-27,North America,Mexico,Beauty,Serum Vitamin C,web,5,27.53,0.0,137.65,Enterprise,3.0
ORD-101146,2023-06-28,EMEA,United Kingdom,Home,Espresso Maker,marketplace,3,56.0,0.15,142.8,SMB,5.0
ORD-101488,2023-06-28,North America,Canada,Electronics,Laptop Air 13,marketplace,3,397.05,0.0,1191.15,Consumer,2.0
ORD-101495,2023-06-28,North America,United States,Sports,Yoga Mat Pro,web,5,228.72,0.2,914.88,Consumer,4.0
ORD-102498,2023-06-28,North America,Canada,Grocery,Arabica Beans 1kg,web,1,38.0,0.0,38.0,Consumer,1.0
ORD-102863,2023-06-28,APAC,Australia,Electronics,4K Monitor,web,1,413.22,0.2,330.58,Consumer,7.0
ORD-101196,2023-06-29,North America,Canada,Grocery,Olive Oil 750ml,web,4,24.62,0.0,98.48,Consumer,1.0
ORD-102435,2023-06-29,APAC,Singapore,Grocery,Dark Chocolate 90%,web,1,13.86,0.05,13.17,Consumer,6.0
ORD-102929,2023-06-29,North America,Mexico,Grocery,Olive Oil 750ml,partner,1,27.43,0.0,27.43,Consumer,2.0
ORD-103268,2023-06-29,EMEA,Italy,Electronics,Smart Watch,web,4,457.46,0.1,1646.86,Consumer,5.0
ORD-104345,2023-06-29,EMEA,United Kingdom,Beauty,Serum Vitamin C,web,2,32.96,0.0,65.92,Consumer,4.0
ORD-104456,2023-06-29,EMEA,Spain,Sports,Carbon Racket,marketplace,4,167.93,0.0,671.72,Consumer,6.0
ORD-104510,2023-06-29,APAC,India,Beauty,Argan Shampoo,partner,4,45.34,0.0,181.36,Consumer,8.0
ORD-104593,2023-06-29,APAC,Singapore,Home,Cast Iron Pan,retail,3,165.07,0.0,495.21,Consumer,4.0
ORD-104825,2023-06-29,North America,United States,Electronics,Laptop Air 13,web,3,213.65,0.15,544.81,SMB,2.0
ORD-104887,2023-06-29,North America,Mexico,Home,Cotton Duvet,retail,3,81.19,0.0,243.57,SMB,3.0
ORD-100213,2023-06-30,North America,Canada,Sports,Yoga Mat Pro,marketplace,5,111.82,0.05,531.14,SMB,2.0
ORD-100615,2023-06-30,APAC,Japan,Sports,Trail Runners,web,2,255.55,0.0,511.1,Consumer,8.0
ORD-100751,2023-06-30,EMEA,Spain,Grocery,Arabica Beans 1kg,partner,3,14.47,0.1,39.07,SMB,7.0
ORD-100790,2023-06-30,EMEA,United Kingdom,Beauty,Argan Shampoo,marketplace,1,54.79,0.0,54.79,Consumer,3.0
ORD-103455,2023-06-30,EMEA,Spain,Grocery,Olive Oil 750ml,web,3,15.28,0.05,43.55,Consumer,6.0
ORD-100348,2023-07-01,APAC,Japan,Home,Cast Iron Pan,retail,5,68.32,0.2,273.28,Consumer,12.0
ORD-101225,2023-07-01,LATAM,Chile,Home,Cotton Duvet,web,5,59.11,0.0,295.55,Consumer,11.0
ORD-103330,2023-07-01,North America,United States,Sports,Yoga Mat Pro,retail,1,50.17,0.1,45.15,Consumer,7.0
ORD-103762,2023-07-01,EMEA,France,Beauty,Argan Shampoo,marketplace,2,40.58,0.1,73.04,Consumer,2.0
ORD-104608,2023-07-01,EMEA,Spain,Grocery,Arabica Beans 1kg,partner,9,37.76,0.3,237.89,Enterprise,2.0
ORD-100985,2023-07-02,APAC,Australia,Home,Cast Iron Pan,marketplace,2,79.06,0.2,126.5,Consumer,6.0
ORD-101320,2023-07-02,North America,Mexico,Electronics,Smart Watch,web,2,508.51,0.0,1017.02,Consumer,1.0
ORD-103617,2023-07-02,North America,United States,Grocery,Arabica Beans 1kg,web,9,12.72,0.0,114.48,Enterprise,2.0
ORD-104521,2023-07-02,LATAM,Argentina,Beauty,Matte Lipstick,marketplace,4,83.86,0.0,335.44,SMB,12.0
ORD-100084,2023-07-03,EMEA,United Kingdom,Home,Desk Lamp,marketplace,1,123.42,0.05,117.25,Consumer,2.0
ORD-100819,2023-07-03,North America,Mexico,Beauty,Argan Shampoo,web,3,48.1,0.0,144.3,Consumer,1.0
ORD-100889,2023-07-03,North America,United States,Grocery,Olive Oil 750ml,web,2,11.07,0.0,22.14,Consumer,1.0
ORD-101162,2023-07-03,North America,United States,Grocery,Olive Oil 750ml,marketplace,1,28.84,0.05,27.4,Consumer,4.0
ORD-101873,2023-07-03,North America,Canada,Beauty,Serum Vitamin C,web,3,79.48,0.1,214.6,Consumer,4.0
ORD-102064,2023-07-03,EMEA,France,Beauty,Matte Lipstick,partner,3,34.78,0.05,99.12,Consumer,3.0
ORD-100258,2023-07-04,APAC,Singapore,Home,Espresso Maker,retail,3,81.71,0.0,245.13,SMB,10.0
ORD-102179,2023-07-04,North America,United States,Beauty,Serum Vitamin C,partner,4,48.85,0.2,156.32,Enterprise,
ORD-103671,2023-07-04,EMEA,Germany,Beauty,Argan Shampoo,web,1,37.55,0.1,33.8,Consumer,3.0
ORD-103713,2023-07-04,North America,Mexico,Sports,Trail Runners,retail,4,60.53,0.0,242.12,Consumer,2.0
ORD-104423,2023-07-04,LATAM,Brazil,Sports,Trail Runners,marketplace,4,140.58,0.2,449.86,SMB,8.0
ORD-100232,2023-07-05,North America,Mexico,Sports,Yoga Mat Pro,retail,2,123.77,0.0,247.54,Consumer,2.0
ORD-101312,2023-07-05,North America,Mexico,Grocery,Dark Chocolate 90%,web,1,24.36,0.05,23.14,Consumer,3.0
ORD-104002,2023-07-05,North America,United States,Beauty,Serum Vitamin C,web,3,54.86,0.0,164.58,Consumer,1.0
ORD-104093,2023-07-05,LATAM,Chile,Home,Desk Lamp,marketplace,3,127.36,0.2,305.66,SMB,7.0
ORD-104609,2023-07-05,EMEA,France,Sports,Yoga Mat Pro,marketplace,3,118.53,0.0,355.59,Consumer,6.0
ORD-104291,2023-07-06,North America,Canada,Grocery,Arabica Beans 1kg,retail,4,16.79,0.1,60.44,SMB,2.0
ORD-104967,2023-07-06,North America,Mexico,Beauty,Argan Shampoo,web,1,76.05,0.0,76.05,Consumer,4.0
ORD-100017,2023-07-07,EMEA,Germany,Electronics,Laptop Air 13,web,2,217.39,0.1,391.3,Consumer,5.0
ORD-100482,2023-07-07,North America,United States,Grocery,Dark Chocolate 90%,web,2,18.79,0.0,37.58,Consumer,3.0
ORD-100500,2023-07-07,North America,United States,Electronics,Laptop Air 13,web,7,239.84,0.2,1343.1,Enterprise,5.0
ORD-101360,2023-07-07,North America,Canada,Electronics,Laptop Air 13,retail,10,305.52,0.15,2596.92,Enterprise,1.0
ORD-101912,2023-07-07,North America,Mexico,Grocery,Arabica Beans 1kg,web,3,33.47,0.2,80.33,Consumer,8.0
ORD-103446,2023-07-07,North America,Canada,Beauty,Argan Shampoo,web,3,35.71,0.0,107.13,Consumer,2.0
ORD-101234,2023-07-08,LATAM,Chile,Electronics,Noise Buds,marketplace,5,98.45,0.05,467.64,SMB,6.0
ORD-102945,2023-07-08,APAC,Japan,Home,Espresso Maker,partner,4,29.68,0.0,118.72,Consumer,6.0
ORD-104964,2023-07-08,LATAM,Brazil,Sports,Carbon Racket,retail,2,70.93,0.1,127.67,SMB,6.0
ORD-100409,2023-07-09,EMEA,Germany,Electronics,Noise Buds,web,2,195.02,0.1,351.04,SMB,3.0
ORD-101402,2023-07-09,North America,Mexico,Home,Cotton Duvet,web,4,84.39,0.0,337.56,SMB,3.0
ORD-101669,2023-07-09,EMEA,Germany,Home,Cast Iron Pan,retail,5,51.34,0.2,205.36,SMB,5.0
ORD-102634,2023-07-09,EMEA,United Kingdom,Electronics,Laptop Air 13,web,2,272.03,0.15,462.45,Consumer,6.0
ORD-103054,2023-07-09,LATAM,Chile,Home,Cast Iron Pan,retail,2,100.07,0.3,140.1,SMB,3.0
ORD-103308,2023-07-09,North America,United States,Beauty,Argan Shampoo,marketplace,4,77.96,0.05,296.25,SMB,4.0
ORD-103363,2023-07-09,EMEA,United Kingdom,Grocery,Arabica Beans 1kg,web,1,22.68,0.15,19.28,SMB,2.0
ORD-103925,2023-07-09,North America,Mexico,Home,Cotton Duvet,web,3,103.49,0.0,310.47,SMB,
ORD-100076,2023-07-10,EMEA,Italy,Grocery,Dark Chocolate 90%,web,3,37.08,0.0,111.24,SMB,8.0
ORD-100949,2023-07-10,APAC,Singapore,Electronics,Noise Buds,retail,2,420.8,0.0,841.6,Consumer,7.0
ORD-101158,2023-07-10,APAC,Singapore,Beauty,Matte Lipstick,web,4,25.7,0.05,97.66,Consumer,7.0
ORD-101704,2023-07-10,North America,United States,Sports,Carbon Racket,partner,4,124.64,0.05,473.63,Consumer,1.0
ORD-102300,2023-07-10,EMEA,Germany,Grocery,Olive Oil 750ml,web,2,19.34,0.0,38.68,Consumer,3.0
ORD-102662,2023-07-10,APAC,Singapore,Home,Cotton Duvet,partner,2,70.2,0.0,140.4,Consumer,6.0
ORD-103184,2023-07-10,North America,Canada,Beauty,Argan Shampoo,web,3,42.24,0.0,126.72,SMB,1.0
ORD-103406,2023-07-10,LATAM,Chile,Electronics,Laptop Air 13,retail,2,144.26,0.15,245.24,SMB,6.0
ORD-104341,2023-07-10,APAC,India,Beauty,Argan Shampoo,web,1,66.26,0.1,59.63,Consumer,4.0
ORD-101749,2023-07-11,North America,United States,Home,Espresso Maker,marketplace,1,103.92,0.05,98.72,Consumer,3.0
ORD-102314,2023-07-11,North America,Mexico,Grocery,Dark Chocolate 90%,retail,5,14.31,0.15,60.82,Consumer,2.0
ORD-102655,2023-07-11,North America,Mexico,Home,Espresso Maker,retail,5,56.33,0.15,239.4,SMB,1.0
ORD-103239,2023-07-11,North America,Canada,Home,Cast Iron Pan,web,3,80.15,0.0,240.45,Consumer,3.0
ORD-103538,2023-07-11,North America,United States,Beauty,Argan Shampoo,partner,3,77.36,0.2,185.66,SMB,1.0
ORD-103880,2023-07-11,North America,United States,Electronics,Smart Watch,retail,2,152.19,0.0,304.38,Consumer,1.0
ORD-104720,2023-07-11,North America,Mexico,Sports,Trail Runners,partner,3,59.66,0.0,178.98,Consumer,1.0
ORD-100347,2023-07-12,North America,Canada,Beauty,Argan Shampoo,marketplace,1,54.65,0.05,51.92,SMB,8.0
ORD-101133,2023-07-12,North America,United States,Grocery,Olive Oil 750ml,web,1,29.83,0.0,29.83,Consumer,2.0
ORD-101758,2023-07-12,North America,Mexico,Sports,Carbon Racket,web,4,94.31,0.15,320.65,SMB,1.0
ORD-101777,2023-07-12,North America,Canada,Electronics,Laptop Air 13,web,2,171.76,0.0,343.52,Consumer,2.0
ORD-103980,2023-07-12,EMEA,France,Electronics,Smart Watch,marketplace,2,292.27,0.0,584.54,Consumer,6.0
ORD-102343,2023-07-13,APAC,Japan,Grocery,Dark Chocolate 90%,web,2,29.0,0.3,40.6,Consumer,6.0
ORD-102842,2023-07-13,North America,Mexico,Grocery,Dark Chocolate 90%,retail,2,19.33,0.05,36.73,SMB,2.0
ORD-104031,2023-07-13,North America,United States,Electronics,Noise Buds,marketplace,1,184.05,0.05,174.85,SMB,2.0
ORD-104873,2023-07-13,North America,Canada,Grocery,Dark Chocolate 90%,web,3,26.58,0.0,79.74,SMB,2.0
ORD-100149,2023-07-14,EMEA,United Kingdom,Home,Espresso Maker,web,3,92.1,0.05,262.48,SMB,7.0
ORD-100214,2023-07-14,North America,United States,Home,Cotton Duvet,web,4,177.93,0.15,604.96,SMB,4.0
ORD-102484,2023-07-14,North America,Mexico,Electronics,Noise Buds,web,3,84.45,0.0,253.35,Consumer,6.0
ORD-102868,2023-07-14,EMEA,Italy,Sports,Yoga Mat Pro,web,2,58.43,0.0,116.86,Consumer,7.0
ORD-103138,2023-07-14,North America,United States,Electronics,Noise Buds,web,3,311.75,0.05,888.49,Consumer,3.0
ORD-103485,2023-07-14,EMEA,Italy,Home,Cast Iron Pan,web,2,76.71,0.05,145.75,Consumer,4.0
ORD-104314,2023-07-14,EMEA,Spain,Beauty,Serum Vitamin C,partner,2,40.88,0.0,81.76,Consumer,1.0
ORD-100329,2023-07-15,North America,United States,Electronics,4K Monitor,marketplace,2,446.99,0.0,893.98,Consumer,3.0
ORD-101022,2023-07-15,EMEA,United Kingdom,Home,Desk Lamp,marketplace,1,146.55,0.05,139.22,Consumer,3.0
ORD-101611,2023-07-15,EMEA,Spain,Electronics,Noise Buds,partner,9,109.28,0.1,885.17,Enterprise,3.0
ORD-102915,2023-07-16,North America,Canada,Beauty,Serum Vitamin C,partner,2,56.46,0.15,95.98,Consumer,1.0
ORD-104299,2023-07-16,North America,United States,Grocery,Arabica Beans 1kg,retail,1,24.07,0.0,24.07,Consumer,4.0
ORD-100293,2023-07-17,EMEA,United Kingdom,Sports,Carbon Racket,web,2,105.72,0.15,179.72,Consumer,5.0
ORD-100999,2023-07-17,APAC,Australia,Electronics,Noise Buds,marketplace,2,283.68,0.1,510.62,SMB,4.0
ORD-104563,2023-07-17,APAC,Australia,Home,Cast Iron Pan,web,5,85.16,0.15,361.93,Consumer,6.0
ORD-101730,2023-07-18,EMEA,Italy,Electronics,4K Monitor,web,5,311.3,0.1,1400.85,Enterprise,3.0
ORD-103030,2023-07-18,North America,United States,Grocery,Olive Oil 750ml,web,1,17.69,0.2,14.15,Consumer,2.0
ORD-103051,2023-07-18,EMEA,Germany,Sports,Yoga Mat Pro,web,2,159.92,0.0,319.84,SMB,1.0
ORD-104812,2023-07-18,North America,Canada,Electronics,4K Monitor,partner,1,330.69,0.05,314.16,SMB,3.0
ORD-100283,2023-07-19,North America,Canada,Electronics,Laptop Air 13,web,9,118.1,0.05,1009.75,Enterprise,6.0
ORD-100325,2023-07-19,APAC,India,Home,Cast Iron Pan,partner,7,40.73,0.1,256.6,Enterprise,8.0
ORD-100836,2023-07-19,North America,Canada,Home,Cotton Duvet,retail,5,102.99,0.05,489.2,Consumer,2.0
ORD-101618,2023-07-19,APAC,Japan,Home,Cast Iron Pan,web,4,160.96,0.0,643.84,Consumer,5.0
ORD-101827,2023-07-19,APAC,Australia,Electronics,Smart Watch,retail,3,270.97,0.0,812.91,Consumer,7.0
ORD-102355,2023-07-19,APAC,Japan,Grocery,Olive Oil 750ml,web,2,23.92,0.0,47.84,Consumer,6.0
ORD-102626,2023-07-19,APAC,India,Beauty,Matte Lipstick,web,4,39.44,0.0,157.76,Consumer,2.0
ORD-103604,2023-07-19,EMEA,France,Home,Cotton Duvet,web,2,49.9,0.05,94.81,Consumer,3.0
ORD-103626,2023-07-19,EMEA,Italy,Electronics,Smart Watch,marketplace,2,229.43,0.0,458.86,Consumer,7.0
ORD-104075,2023-07-19,EMEA,United Kingdom,Home,Cotton Duvet,web,2,49.31,0.0,98.62,Consumer,3.0
ORD-104816,2023-07-19,North America,Canada,Electronics,Smart Watch,marketplace,4,89.35,0.1,321.66,Consumer,1.0
ORD-100146,2023-07-20,LATAM,Brazil,Home,Cast Iron Pan,web,8,99.87,0.2,639.17,Enterprise,9.0
ORD-100415,2023-07-20,EMEA,United Kingdom,Electronics,4K Monitor,web,4,287.54,0.0,1150.16,Consumer,7.0
ORD-100518,2023-07-20,EMEA,France,Sports,Trail Runners,web,2,134.43,0.0,268.86,Consumer,4.0
ORD-102317,2023-07-20,EMEA,United Kingdom,Beauty,Argan Shampoo,web,1,75.7,0.0,75.7,Consumer,2.0
ORD-102450,2023-07-20,EMEA,Germany,Beauty,Serum Vitamin C,web,2,38.51,0.0,77.02,Consumer,3.0
ORD-102779,2023-07-20,APAC,India,Electronics,4K Monitor,web,7,265.74,0.1,1674.16,SMB,7.0
ORD-103532,2023-07-20,APAC,India,Electronics,Noise Buds,retail,12,233.57,0.05,2662.7,Enterprise,6.0
ORD-104554,2023-07-20,North America,Mexico,Grocery,Arabica Beans 1kg,partner,3,14.94,0.05,42.58,SMB,4.0
ORD-104831,2023-07-20,EMEA,Spain,Beauty,Argan Shampoo,web,2,117.16,0.15,199.17,Consumer,2.0
ORD-100030,2023-07-21,EMEA,Germany,Home,Desk Lamp,web,3,65.52,0.1,176.9,SMB,3.0
ORD-100300,2023-07-21,EMEA,France,Electronics,Smart Watch,web,2,297.15,0.05,564.58,Consumer,8.0
ORD-100461,2023-07-21,North America,Mexico,Home,Espresso Maker,web,3,62.85,0.0,188.55,Consumer,3.0
ORD-101567,2023-07-21,North America,Mexico,Beauty,Matte Lipstick,marketplace,2,38.58,0.2,61.73,Consumer,2.0
ORD-103479,2023-07-21,North America,Canada,Beauty,Serum Vitamin C,marketplace,1,65.8,0.0,65.8,Consumer,1.0
ORD-104097,2023-07-21,North America,United States,Grocery,Dark Chocolate 90%,partner,1,32.46,0.1,29.21,Consumer,2.0
ORD-100284,2023-07-22,North America,United States,Grocery,Dark Chocolate 90%,marketplace,3,22.54,0.1,60.86,Consumer,2.0
ORD-102766,2023-07-22,North America,Canada,Beauty,Matte Lipstick,retail,3,48.29,0.1,130.38,SMB,4.0
ORD-101639,2023-07-23,North America,United States,Sports,Yoga Mat Pro,retail,2,75.31,0.2,120.5,Consumer,5.0
ORD-102384,2023-07-23,EMEA,Germany,Home,Desk Lamp,retail,2,114.45,0.05,217.46,Consumer,4.0
ORD-103029,2023-07-23,North America,Canada,Sports,Yoga Mat Pro,marketplace,2,222.9,0.1,401.22,SMB,4.0
ORD-103276,2023-07-23,North America,Canada,Electronics,4K Monitor,web,3,370.49,0.0,1111.47,Consumer,3.0
ORD-103582,2023-07-23,North America,United States,Beauty,Matte Lipstick,web,3,28.71,0.05,81.82,SMB,4.0
ORD-100490,2023-07-24,North America,Canada,Grocery,Dark Chocolate 90%,web,2,37.61,0.0,75.22,Consumer,1.0
ORD-101790,2023-07-24,North America,United States,Beauty,Serum Vitamin C,partner,3,42.8,0.05,121.98,Consumer,6.0
ORD-104009,2023-07-24,APAC,India,Electronics,Laptop Air 13,marketplace,5,167.93,0.1,755.68,Consumer,10.0
ORD-104654,2023-07-24,EMEA,France,Sports,Carbon Racket,retail,1,43.34,0.0,43.34,Consumer,2.0
ORD-104752,2023-07-24,APAC,Australia,Home,Desk Lamp,web,4,66.5,0.1,239.4,Consumer,5.0
ORD-100323,2023-07-25,North America,Canada,Grocery,Arabica Beans 1kg,marketplace,3,28.54,0.1,77.06,SMB,2.0
ORD-101503,2023-07-25,North America,Canada,Grocery,Olive Oil 750ml,web,3,16.53,0.05,47.11,Enterprise,3.0
ORD-102730,2023-07-25,LATAM,Brazil,Beauty,Serum Vitamin C,web,5,35.13,0.05,166.87,Consumer,9.0
ORD-102867,2023-07-25,APAC,India,Home,Cast Iron Pan,web,2,118.17,0.0,236.34,Consumer,3.0
ORD-102954,2023-07-25,APAC,India,Beauty,Matte Lipstick,web,6,39.19,0.0,235.14,Consumer,5.0
ORD-103035,2023-07-25,North America,United States,Home,Espresso Maker,retail,2,85.76,0.0,171.52,Consumer,6.0
ORD-103180,2023-07-25,APAC,India,Sports,Trail Runners,web,2,193.08,0.0,386.16,Consumer,3.0
ORD-104622,2023-07-25,North America,Canada,Home,Cast Iron Pan,retail,4,117.44,0.0,469.76,SMB,4.0
ORD-100369,2023-07-26,North America,United States,Electronics,Noise Buds,web,11,337.66,0.15,3157.12,Enterprise,3.0
ORD-100478,2023-07-26,LATAM,Argentina,Beauty,Matte Lipstick,web,3,44.67,0.0,134.01,Consumer,8.0
ORD-100937,2023-07-26,APAC,Singapore,Sports,Yoga Mat Pro,retail,5,247.83,0.15,1053.28,Enterprise,4.0
ORD-101134,2023-07-26,LATAM,Chile,Electronics,Smart Watch,partner,2,235.11,0.0,470.22,Consumer,6.0
ORD-102919,2023-07-26,APAC,Australia,Sports,Yoga Mat Pro,retail,1,201.99,0.2,161.59,Consumer,5.0
ORD-104348,2023-07-26,North America,United States,Home,Cotton Duvet,partner,2,102.84,0.0,205.68,Consumer,3.0
ORD-104841,2023-07-26,North America,Canada,Grocery,Olive Oil 750ml,web,2,30.73,0.0,61.46,Consumer,4.0
ORD-104906,2023-07-26,North America,United States,Beauty,Argan Shampoo,web,3,16.91,0.1,45.66,Consumer,2.0
ORD-100526,2023-07-27,North America,Mexico,Sports,Yoga Mat Pro,retail,3,219.34,0.0,658.02,Consumer,5.0
ORD-102478,2023-07-27,LATAM,Argentina,Home,Espresso Maker,retail,3,140.37,0.0,421.11,Consumer,5.0
ORD-102588,2023-07-27,North America,United States,Home,Cast Iron Pan,web,1,68.5,0.05,65.08,SMB,2.0
ORD-103317,2023-07-27,North America,Mexico,Sports,Carbon Racket,web,2,122.84,0.0,245.68,Consumer,5.0
ORD-104502,2023-07-27,APAC,Japan,Electronics,4K Monitor,partner,4,212.69,0.0,850.76,Consumer,6.0
ORD-104603,2023-07-27,EMEA,Italy,Home,Desk Lamp,web,3,67.8,0.05,193.23,SMB,4.0
ORD-104644,2023-07-27,EMEA,United Kingdom,Electronics,Noise Buds,retail,1,335.99,0.05,319.19,Consumer,3.0
ORD-100678,2023-07-28,LATAM,Brazil,Electronics,4K Monitor,web,3,201.79,0.0,605.37,Consumer,4.0
ORD-101017,2023-07-28,EMEA,United Kingdom,Grocery,Arabica Beans 1kg,marketplace,4,18.09,0.05,68.74,SMB,3.0
ORD-101253,2023-07-28,APAC,Australia,Home,Desk Lamp,web,1,60.86,0.0,60.86,Consumer,5.0
ORD-101352,2023-07-28,North America,Mexico,Grocery,Arabica Beans 1kg,web,1,26.05,0.1,23.44,SMB,3.0
ORD-101502,2023-07-28,North America,Canada,Home,Desk Lamp,web,4,50.25,0.0,201.0,Consumer,5.0
ORD-101816,2023-07-28,North America,Mexico,Electronics,4K Monitor,marketplace,3,552.59,0.0,1657.77,Consumer,2.0
ORD-103137,2023-07-28,EMEA,Spain,Beauty,Argan Shampoo,web,3,25.2,0.05,71.82,Consumer,5.0
ORD-104196,2023-07-28,EMEA,Germany,Sports,Yoga Mat Pro,web,7,74.34,0.0,520.38,Enterprise,4.0
ORD-104837,2023-07-28,APAC,Singapore,Sports,Yoga Mat Pro,web,2,109.48,0.15,186.12,Consumer,10.0
ORD-100254,2023-07-29,North America,Canada,Home,Espresso Maker,web,3,67.46,0.15,172.02,Consumer,3.0
ORD-101955,2023-07-29,LATAM,Brazil,Home,Espresso Maker,marketplace,3,85.18,0.1,229.99,Enterprise,6.0
ORD-101449,2023-07-30,EMEA,United Kingdom,Sports,Trail Runners,marketplace,3,188.46,0.05,537.11,Consumer,4.0
ORD-101909,2023-07-30,EMEA,France,Beauty,Matte Lipstick,web,3,84.19,0.0,252.57,SMB,6.0
ORD-104290,2023-07-30,North America,Mexico,Home,Desk Lamp,web,2,67.67,0.0,135.34,Consumer,6.0
ORD-104796,2023-07-30,APAC,India,Grocery,Olive Oil 750ml,web,3,36.14,0.1,97.58,Consumer,6.0
ORD-104853,2023-07-30,EMEA,France,Home,Cast Iron Pan,partner,1,112.1,0.1,100.89,Consumer,4.0
ORD-101497,2023-07-31,North America,Mexico,Electronics,4K Monitor,web,3,800.64,0.05,2281.82,Consumer,1.0
ORD-101798,2023-07-31,EMEA,United Kingdom,Electronics,Laptop Air 13,web,2,412.33,0.0,824.66,Consumer,5.0
ORD-102139,2023-07-31,APAC,India,Sports,Yoga Mat Pro,marketplace,2,55.38,0.0,110.76,Consumer,11.0
ORD-102140,2023-07-31,North America,Mexico,Electronics,Laptop Air 13,web,2,348.35,0.0,696.7,Consumer,1.0
ORD-103215,2023-07-31,North America,United States,Grocery,Olive Oil 750ml,marketplace,2,16.29,0.0,32.58,Consumer,4.0
ORD-103946,2023-07-31,LATAM,Brazil,Home,Cotton Duvet,web,5,47.48,0.15,201.79,Consumer,6.0
ORD-104758,2023-07-31,North America,United States,Electronics,Noise Buds,retail,1,151.46,0.0,151.46,Consumer,1.0
ORD-102262,2023-08-01,EMEA,Germany,Electronics,Noise Buds,web,1,201.01,0.05,190.96,Consumer,2.0
ORD-103699,2023-08-01,North America,Mexico,Electronics,Noise Buds,web,4,464.2,0.05,1763.96,SMB,6.0
ORD-103778,2023-08-01,APAC,India,Beauty,Argan Shampoo,web,2,60.0,0.0,120.0,SMB,4.0
ORD-104142,2023-08-01,EMEA,United Kingdom,Electronics,4K Monitor,retail,2,302.89,0.0,605.78,Consumer,5.0
ORD-104774,2023-08-01,North America,Canada,Grocery,Arabica Beans 1kg,web,2,15.42,0.0,30.84,SMB,3.0
ORD-103130,2023-08-02,North America,United States,Beauty,Matte Lipstick,web,3,39.12,0.2,93.89,Consumer,1.0
ORD-104325,2023-08-02,North America,Canada,Electronics,Smart Watch,web,3,132.17,0.1,356.86,Consumer,1.0
ORD-104426,2023-08-02,EMEA,United Kingdom,Beauty,Matte Lipstick,web,4,26.96,0.0,107.84,Consumer,
ORD-104783,2023-08-02,North America,Mexico,Sports,Carbon Racket,marketplace,3,101.59,0.0,304.77,Consumer,2.0
ORD-104975,2023-08-02,APAC,Japan,Home,Cotton Duvet,web,1,121.73,0.0,121.73,SMB,2.0
ORD-100607,2023-08-03,North America,United States,Grocery,Olive Oil 750ml,web,2,29.15,0.1,52.47,Consumer,1.0
